"lang"
{
	"Language"	"Turkish"
		"DOTA_Tooltip_modifier_frost_arrows_slow_datadriven"                                              "Don Okları Yavaş"
		"DOTA_Tooltip_modifier_frost_arrows_slow_datadriven_Description"                                  "Hareket hızı veya savaş etkinliği azalır."
		"DOTA_Tooltip_modifier_frost_chaos"                                                               "Don Kaosu"
		"DOTA_Tooltip_modifier_frost_chaos_Description"                                                   "Frost Chaos aktif."
		"DOTA_Tooltip_modifier_frost_chaos_debuff"                                                        "Don Kaosu"
		"DOTA_Tooltip_modifier_frost_chaos_debuff_Description"                                            "Frost Chaos aktif."
		"DOTA_Tooltip_modifier_frost_frenzy_Description"                                                  "Saldırı hızı: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Alınan hasar: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_hellfire_blast_stun"                                                       "Cehennem Ateşi Patlaması Sersemletme"
		"DOTA_Tooltip_modifier_hellfire_blast_stun_Description"                                           "Şaşkın ve harekete geçemiyor."
		"DOTA_Tooltip_modifier_holdout_guardian_angel_summoned_buff"                                      "Koruyucu Melek"
		"DOTA_Tooltip_modifier_holdout_guardian_angel_summoned_buff_Description"                          "Kesinlikle Fiziksel Hasar Yok: %dMODIFIER_PROPERTY_ABSOLUTE_NO_DAMAGE_PHYSICAL%.Saldırı hasarı: %dMODIFIER_PROPERTY_BASEATTACK_BONUSDAMAGE%."
		"DOTA_Tooltip_modifier_hoof_stomp"                                                                "Toynak Vuruşu"
		"DOTA_Tooltip_modifier_hoof_stomp_Description"                                                    "Şaşkın ve harekete geçemiyor."
		"DOTA_Tooltip_modifier_hurl_bomb_datadriven"                                                      "Bomba fırlatma"
		"DOTA_Tooltip_modifier_hurl_bomb_datadriven_Description"                                          "Fırlatma Bombası aktif."
		"DOTA_Tooltip_modifier_imba_bane_nightmare"                                                       "Kabus"
		"DOTA_Tooltip_modifier_imba_bane_nightmare_Description"                                           "Gündüz görüşü: %dMODIFIER_PROPERTY_BONUS_DAY_VISION%.Gece görüşü: %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%."
		"DOTA_Tooltip_modifier_imba_bane_nightmare_invul"                                                 "Kabus Koruması"
		"DOTA_Tooltip_modifier_imba_bane_nightmare_invul_Description"                                     "Nightmare'dan etkilenirken korunur."
		"DOTA_Tooltip_modifier_imba_requiem_enemy_debuff"                                                 "Ağıt"
		"DOTA_Tooltip_modifier_imba_requiem_enemy_debuff_Description"                                     "Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Verilen hasar: %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_inferno_immolation_burn"                                                   "Cehennem Kurban Yanması"
		"DOTA_Tooltip_modifier_inferno_immolation_burn_Description"                                       "Cehennem Kurban Yakmasından periyodik hasar almak."
		"DOTA_Tooltip_modifier_inferno_stun"                                                              "Cehennem Sersemletmesi"
		"DOTA_Tooltip_modifier_inferno_stun_Description"                                                  "Şaşkın ve harekete geçemiyor."
		"DOTA_Tooltip_modifier_invoker_chaos_meteor_datadriven_burn_damage"                               "Invoker Kaos Meteor Yanık Hasarı"
		"DOTA_Tooltip_modifier_invoker_chaos_meteor_datadriven_burn_damage_Description"                   "Invoker Chaos Meteor Burn Damage'dan periyodik hasar alma."
		"DOTA_Tooltip_modifier_invoker_chaos_meteor_datadriven_unit_ability"                              "Çağıran Kaos Meteoru"
		"DOTA_Tooltip_modifier_invoker_chaos_meteor_datadriven_unit_ability_Description"                  "Invoker Chaos Meteor'dan periyodik hasar almak."
		"DOTA_Tooltip_modifier_invoker_tornado_datadriven_cyclone"                                        "Invoker Kasırga Kasırgası"
		"DOTA_Tooltip_modifier_invoker_tornado_datadriven_cyclone_Description"                            "Invoker Tornado Cyclone tarafından devre dışı bırakıldı veya yeri değiştirildi."
		"DOTA_Tooltip_modifier_invoker_tornado_datadriven_unit_ability"                                   "Çağıran Kasırga"
		"DOTA_Tooltip_modifier_invoker_tornado_datadriven_unit_ability_Description"                       "Invoker Tornado tarafından devre dışı bırakıldı veya yerinden edildi."
		"DOTA_Tooltip_modifier_jingu_mastery_activated"                                                   "Jingu Ustalığı"
		"DOTA_Tooltip_modifier_jingu_mastery_activated_Description"                                       "Jingu Ustalığı aktif."
		"DOTA_Tooltip_modifier_jingu_mastery_hitcount"                                                    "Jingu Ustalık Vuruşu Sayacı"
		"DOTA_Tooltip_modifier_jingu_mastery_hitcount_Description"                                        "Jingu Ustalık Vuruşu Sayacı aktif."
		"DOTA_Tooltip_modifier_magic_shield_Description"                                                  "Sihirli Kalkan etkin."
		"DOTA_Tooltip_modifier_magtheridon_medium"                                                        "Magtheridon Bölünmüş"
		"DOTA_Tooltip_modifier_magtheridon_medium_Description"                                            "Magtheridon Bölme etkin."
		"DOTA_Tooltip_modifier_march_of_the_machines_dummy_datadriven"                                    "Makinelerin Yürüyüşü"
		"DOTA_Tooltip_modifier_march_of_the_machines_dummy_datadriven_Description"                        "Makinelerin Yürüyüşü aktif."
		"DOTA_Tooltip_modifier_metamorphosis"                                                             "Metamorfoz"
		"DOTA_Tooltip_modifier_metamorphosis_Description"                                                 "Saldırı aralığı: %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%.Verilen hasar: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%.Temel saldırı süresi: %dMODIFIER_PROPERTY_BASE_ATTACK_TIME_CONSTANT%."
		"DOTA_Tooltip_modifier_monsoon_debuff"                                                            "Muson"
		"DOTA_Tooltip_modifier_monsoon_debuff_Description"                                                "Saldırı hızı: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_monsoon_small_debuff"                                                      "Muson Küçük"
		"DOTA_Tooltip_modifier_monsoon_small_debuff_Description"                                          "Saldırı hızı: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_muradin_avatar_buff"                                                       "avatar"
		"DOTA_Tooltip_modifier_muradin_avatar_buff_Description"                                           "saldırı noktası sabiti: %dMODIFIER_PROPERTY_ATTACK_POINT_CONSTANT%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%.model ölçeği: %dMODIFIER_PROPERTY_MODEL_SCALE%."
		"DOTA_Tooltip_modifier_pulse_nova_enemy"                                                          "Nabız Nova"
		"DOTA_Tooltip_modifier_pulse_nova_enemy_Description"                                              "Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_rabid_passive"                                                             "Kuduz"
		"DOTA_Tooltip_modifier_rabid_passive_Description"                                                 "Saldırı hızı: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_reduction_mr_debuff"                                                       "Büyü Direnci Azaltma"
		"DOTA_Tooltip_modifier_reduction_mr_debuff_Description"                                           "Büyü direnci: %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
		"DOTA_Tooltip_modifier_sacred_pool"                                                               "Kutsal Havuz"
		"DOTA_Tooltip_modifier_sacred_pool_Description"                                                   "Kutsal Havuz aktif."
		"DOTA_Tooltip_modifier_sacred_pool_buff"                                                          "Kutsal Havuz"
		"DOTA_Tooltip_modifier_sacred_pool_buff_Description"                                              "Kutsal Havuz aktif."
		"DOTA_Tooltip_modifier_sacred_pool_debuff"                                                        "Kutsal Havuz"
		"DOTA_Tooltip_modifier_sacred_pool_debuff_Description"                                            "Kutsal Havuz aktif."
		"DOTA_Tooltip_modifier_sacred_pool_enemy"                                                         "Kutsal Havuz"
		"DOTA_Tooltip_modifier_sacred_pool_enemy_Description"                                             "Kutsal Havuzdan periyodik hasar almak."
		"DOTA_Tooltip_modifier_slow_aoe"                                                                  "Yavaş Etki Alanı"
		"DOTA_Tooltip_modifier_slow_aoe_Description"                                                      "Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_snappy_aura_datadriven"                                                    "Hızlı Aura"
		"DOTA_Tooltip_modifier_snappy_aura_datadriven_Description"                                        "Sağlık yenilenmesi: %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%.Zırh: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.Verilen hasar: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_souls"                                                                     "Ruhlar"
		"DOTA_Tooltip_modifier_souls_Description"                                                         "Saldırı hasarı: %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%.ipucu: %dMODIFIER_PROPERTY_TOOLTIP%."
		"DOTA_Tooltip_modifier_stampede"                                                                  "İzdiham"
		"DOTA_Tooltip_modifier_stampede_Description"                                                      "Stampede aktif."
		"DOTA_Tooltip_modifier_stampede_dummy"                                                            "İzdiham"
		"DOTA_Tooltip_modifier_stampede_dummy_Description"                                                "Stampede aktif."
		"DOTA_Tooltip_modifier_static_remnant_dummy_datadriven"                                           "Statik Kalıntı"
		"DOTA_Tooltip_modifier_static_remnant_dummy_datadriven_Description"                               "Statik Kalıntı etkin."
		"DOTA_Tooltip_modifier_static_remnant_dummy_freeze_datadriven"                                    "Statik Kalıntı Donması"
		"DOTA_Tooltip_modifier_static_remnant_dummy_freeze_datadriven_Description"                        "Statik Kalıntı Dondurma etkin."
		"DOTA_Tooltip_modifier_storm_bolt"                                                                "Fırtına Oku"
		"DOTA_Tooltip_modifier_storm_bolt_Description"                                                    "Şaşkın ve harekete geçemiyor."
		"DOTA_Tooltip_modifier_storm_bolt_datadriven"                                                     "Fırtına Oku"
		"DOTA_Tooltip_modifier_storm_bolt_datadriven_Description"                                         "Şaşkın ve harekete geçemiyor."
		"DOTA_Tooltip_modifier_vampiric_aura_buff"                                                        "Vampir Aurası"
		"DOTA_Tooltip_modifier_vampiric_aura_buff_Description"                                            "Vampir Aura'sı aktif."
		"DOTA_Tooltip_modifier_viper_poison_attack_debuff_datadriven"                                     "Zehir Saldırısı"
		"DOTA_Tooltip_modifier_viper_poison_attack_debuff_datadriven_Description"                         "Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_acid_skin"                                                                 "Asit Cilt"
		"DOTA_Tooltip_modifier_acid_skin_Description"                                                     "Büyü direnci: %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
		"DOTA_Tooltip_modifier_archimonde"                                                                "Arşimon"
		"DOTA_Tooltip_modifier_archimonde_Description"                                                    "Saldırı aralığı: %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%.Saldırı hasarı: %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
		"DOTA_Tooltip_modifier_berserkers_rage"                                                           "Berserker'ın Öfkesi"
		"DOTA_Tooltip_modifier_berserkers_rage_Description"                                               "Saldırı hızı: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Alınan hasar: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%.Hareket hızı: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
