"lang"
{
	"Language"	"Vietnamese"
		"DOTA_Tooltip_modifier_inner_fire_Description"                                                    "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_item_heart_extra_regen"                                                    "Vật phẩm Heart Extra Regen"
		"DOTA_Tooltip_modifier_item_heart_extra_regen_Description"                                        "Phục hồi sức khỏe: %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_jingu_mastery_activated_damage"                                            "Jingu Mastery Kích hoạt sát thương"
		"DOTA_Tooltip_modifier_jingu_mastery_activated_damage_Description"                                "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_knights_armor"                                                             "GIÁP KỊ SĨ"
		"DOTA_Tooltip_modifier_knights_armor_Description"                                                 "Thiệt hại nhận được: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.Tỷ lệ sát thương vật lý sắp tới: %dMODIFIER_PROPERTY_INCOMING_PHYSICAL_DAMAGE_PERCENTAGE%."
		"DOTA_Tooltip_modifier_laser"                                                                     "Tia laze"
		"DOTA_Tooltip_modifier_laser_Description"                                                         "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_life_regeneration_aura_datadriven"                                         "Tái sinh cuộc sống"
		"DOTA_Tooltip_modifier_life_regeneration_aura_datadriven_Description"                             "Phục hồi sức khỏe: %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."
		"DOTA_Tooltip_modifier_light_frenzy"                                                              "Sự điên cuồng nhẹ nhàng"
		"DOTA_Tooltip_modifier_light_frenzy_Description"                                                  "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_light_roar"                                                                "Tiếng gầm nhẹ"
		"DOTA_Tooltip_modifier_light_roar_Description"                                                    "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.Phục hồi sức khỏe: %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_mechanism_armor"                                                           "Cơ chế"
		"DOTA_Tooltip_modifier_mechanism_armor_Description"                                               "Phần thưởng giáp vật lý Kích hoạt duy nhất: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE%.Phục hồi sức khỏe: %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."
		"DOTA_Tooltip_modifier_mortal_strike_crit"                                                        "Chí mạng chí mạng"
		"DOTA_Tooltip_modifier_mortal_strike_crit_Description"                                            "Thiệt hại nghiêm trọng: %dMODIFIER_PROPERTY_PREATTACK_CRITICALSTRIKE%."
		"DOTA_Tooltip_modifier_odin"                                                                      "Odin"
		"DOTA_Tooltip_modifier_odin_Description"                                                          "Sát thương tấn công: %dMODIFIER_PROPERTY_BASEATTACK_BONUSDAMAGE%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.Sức khỏe: %dMODIFIER_PROPERTY_HEALTH_BONUS%."
		"DOTA_Tooltip_modifier_permanent_stats"                                                           "Số liệu thống kê vĩnh viễn"
		"DOTA_Tooltip_modifier_permanent_stats_Description"                                               "Sức mạnh: %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS%.Nhanh nhẹn: %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%.Thông minh: %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS%."
		"DOTA_Tooltip_modifier_phase_shift"                                                               "Chuyển pha"
		"DOTA_Tooltip_modifier_phase_shift_Description"                                                   "Tốc độ tấn công: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Trốn tránh: %dMODIFIER_PROPERTY_EVASION_CONSTANT%%%."
		"DOTA_Tooltip_modifier_power_mount_agi"                                                           "Power Mount (Nhanh nhẹn)"
		"DOTA_Tooltip_modifier_power_mount_agi_Description"                                               "Nhanh nhẹn: %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%."
		"DOTA_Tooltip_modifier_power_mount_int"                                                           "Power Mount (Trí tuệ)"
		"DOTA_Tooltip_modifier_power_mount_int_Description"                                               "Thông minh: %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS%."
		"DOTA_Tooltip_modifier_power_mount_str"                                                           "Power Mount (Sức mạnh)"
		"DOTA_Tooltip_modifier_power_mount_str_Description"                                               "Sức mạnh: %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS%."
		"DOTA_Tooltip_modifier_pure_light"                                                                "Ánh sáng thuần khiết"
		"DOTA_Tooltip_modifier_pure_light_Description"                                                    "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_red_dragon_datadriven"                                                     "Rồng đỏ"
		"DOTA_Tooltip_modifier_red_dragon_datadriven_Description"                                         "Phạm vi tấn công: %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_reduction"                                                                 "Ân điển của Elune"
		"DOTA_Tooltip_modifier_reduction_Description"                                                     "Thiệt hại nhận được: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_resistant_skin"                                                            "Da kháng"
		"DOTA_Tooltip_modifier_resistant_skin_Description"                                                "Kháng phép thuật: %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
		"DOTA_Tooltip_modifier_roar"                                                                      "gầm lên"
		"DOTA_Tooltip_modifier_roar_Description"                                                          "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.Sát thương tấn công: %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
		"DOTA_Tooltip_modifier_rocket_launcher"                                                           "Phóng tên lửa"
		"DOTA_Tooltip_modifier_rocket_launcher_Description"                                               "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_shadow_strike"                                                             "Cuộc tấn công bóng tối"
		"DOTA_Tooltip_modifier_shadow_strike_Description"                                                 "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Tốc độ tấn công: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_shield"                                                                    "Khiên"
		"DOTA_Tooltip_modifier_shield_Description"                                                        "Thiệt hại nhận được: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%.Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_skin_changer_caster"                                                       "Người Thay Đổi Da (Caster)"
		"DOTA_Tooltip_modifier_skin_changer_caster_Description"                                           "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_sleep"                                                                     "Ngủ"
		"DOTA_Tooltip_modifier_sleep_Description"                                                         "Ghi đè hoạt ảnh: %dMODIFIER_PROPERTY_OVERRIDE_ANIMATION%."
		"DOTA_Tooltip_modifier_spiked_carapace"                                                           "mai có gai"
		"DOTA_Tooltip_modifier_spiked_carapace_Description"                                               "Giáp: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_splash_arrows"                                                             "mũi tên bắn tung tóe"
		"DOTA_Tooltip_modifier_splash_arrows_Description"                                                 "Sát thương tấn công: %dMODIFIER_PROPERTY_BASEATTACK_BONUSDAMAGE%."
		"DOTA_Tooltip_modifier_thunder_clap"                                                              "Tiếng sấm sét"
		"DOTA_Tooltip_modifier_thunder_clap_Description"                                                  "Tốc độ tấn công: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_unholy_aura_buff"                                                          "Hào quang xấu xa"
		"DOTA_Tooltip_modifier_unholy_aura_buff_Description"                                              "Phục hồi sức khỏe: %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_viper_strike_slow_datadriven"                                              "Viper tấn công chậm"
		"DOTA_Tooltip_modifier_viper_strike_slow_datadriven_Description"                                  "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%.Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_war_club"                                                                  "Câu lạc bộ chiến tranh"
		"DOTA_Tooltip_modifier_war_club_Description"                                                      "Phạm vi tấn công: %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%.Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_wardrums_aura_hidden"                                                      "hào quang phường"
		"DOTA_Tooltip_modifier_wardrums_aura_hidden_Description"                                          "Thiệt hại gây ra: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_windwalk"                                                                  "Đường đi bộ trên gió"
		"DOTA_Tooltip_modifier_windwalk_Description"                                                      "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Thiệt hại gây ra: %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_windwalk_fade_time"                                                        "Thời gian mờ dần của Windwalk"
		"DOTA_Tooltip_modifier_windwalk_fade_time_Description"                                            "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_battle_trance"                                                             "Trận chiến Trance"
		"DOTA_Tooltip_modifier_battle_trance_Description"                                                 "Thời gian tấn công cơ bản: %dMODIFIER_PROPERTY_BASE_ATTACK_TIME_CONSTANT%."
		"DOTA_Tooltip_modifier_ghost_revenant_blackjack_debuff"                                           "Xì dách"
		"DOTA_Tooltip_modifier_ghost_revenant_blackjack_debuff_Description"                               "Blackjack Ghost Revenant đang hoạt động."
		"DOTA_Tooltip_modifier_ghost_revenant_exhaustion"                                                 "Kiệt sức"
		"DOTA_Tooltip_modifier_ghost_revenant_exhaustion_Description"                                     "Tốc độ di chuyển: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_ghost_revenant_ghost_immolation_debuff"                                    "thiêu ma"
		"DOTA_Tooltip_modifier_ghost_revenant_ghost_immolation_debuff_Description"                        "Nhận sát thương định kỳ."
		"DOTA_Tooltip_modifier_ghost_revenant_miasma"                                                     "Chướng Khí"
