"addon_game_name"													"X Hero Siege"
"DOTA_Tooltip_modifier_xhs_creep_death_aura_debuff_Description" "Reduces the armor of nearby enemies."
"DOTA_Tooltip_modifier_xhs_creep_devotion_aura" "Devotion"
"DOTA_Tooltip_modifier_xhs_creep_devotion_aura_Description" "Grants maximum-health regeneration to nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_dread_aura_debuff" "Dread Aura"
"DOTA_Tooltip_modifier_xhs_creep_dread_aura_debuff_Description" "Reduces the base attack damage of nearby enemy heroes."
"DOTA_Tooltip_modifier_xhs_creep_endurance_aura" "Endurance"
"DOTA_Tooltip_modifier_xhs_creep_endurance_aura_Description" "Increases the attack speed of nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_fiery_soul_debuff" "Fiery Soul"
"DOTA_Tooltip_modifier_xhs_creep_fiery_soul_debuff_Description" "Attacks burn the target based on attack damage."
"DOTA_Tooltip_modifier_xhs_creep_fury_swipes_debuff" "Fury Swipes"
"DOTA_Tooltip_modifier_xhs_creep_fury_swipes_debuff_Description" "All units with Fury Swipes contribute to this shared stack. Each successive attack deals increasing physical damage."
"DOTA_Tooltip_modifier_xhs_creep_frost_arrows_debuff" "Frost Arrows"
"DOTA_Tooltip_modifier_xhs_creep_frost_arrows_debuff_Description" "Attacks slow the target's movement and attack speed."
"DOTA_Tooltip_modifier_xhs_creep_pack_leader_aura" "Pack Leader"
"DOTA_Tooltip_modifier_xhs_creep_pack_leader_aura_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_plague_cloud_aura" "Plague Cloud"
"DOTA_Tooltip_modifier_xhs_creep_plague_cloud_aura_Description" "Damages nearby enemies every second based on attack damage."
"DOTA_Tooltip_modifier_xhs_creep_restoration_aura" "Restoration"
"DOTA_Tooltip_modifier_xhs_creep_restoration_aura_Description" "Grants maximum-health regeneration to nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_scorching_breath_debuff" "Scorching Breath"
"DOTA_Tooltip_modifier_xhs_creep_scorching_breath_debuff_Description" "Attacks burn the target based on attack damage."
"DOTA_Tooltip_modifier_xhs_creep_toxic_flight_dot" "Toxic Flight"
"DOTA_Tooltip_modifier_xhs_creep_toxic_flight_dot_Description" "Attacks poison and slow the target."
"DOTA_Tooltip_modifier_xhs_creep_toxic_flight_slow" "Toxic Flight"
"DOTA_Tooltip_modifier_xhs_creep_toxic_flight_slow_Description" "Attacks poison and slow the target."
"DOTA_Tooltip_modifier_xhs_creep_untouchable_debuff" "Untouchable"
"DOTA_Tooltip_modifier_xhs_creep_untouchable_debuff_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_modifier_xhs_creep_vengeance_aura" "Vengeance Aura"
"DOTA_Tooltip_modifier_xhs_creep_vengeance_aura_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_venom_shot_debuff" "Venom Shot"
"DOTA_Tooltip_modifier_xhs_creep_venom_shot_debuff_Description" "Attacks poison the target based on attack damage."
"DOTA_Tooltip_modifier_xhs_creep_war_leader_aura" "War Leader"
"DOTA_Tooltip_modifier_xhs_creep_war_leader_aura_Description" "Increases attack damage by %dMODIFIER_PROPERTY_TOOLTIP%%%."
"DOTA_Tooltip_modifier_xhs_creep_passive_armor_break" "Armor Reduced"
"DOTA_Tooltip_modifier_xhs_creep_passive_armor_break_Description" "Physical armor is reduced."
"DOTA_Tooltip_modifier_xhs_creep_passive_aura" "Creep Aura"
"DOTA_Tooltip_modifier_xhs_creep_passive_aura_Description" "Affected by a nearby creep's passive aura."
"DOTA_Tooltip_modifier_xhs_creep_passive_dot" "Damage Over Time"
"DOTA_Tooltip_modifier_xhs_creep_passive_dot_Description" "Takes periodic damage."
"DOTA_Tooltip_modifier_xhs_creep_passive_slow" "Slowed"
"DOTA_Tooltip_modifier_xhs_creep_passive_slow_Description" "Movement and attack speed are reduced."

"xhs_tome_lock_paused" "Tome purchases are disabled while the game is paused."
"xhs_tome_lock_reincarnating" "Tome purchases are disabled while this hero is reincarnating."
"xhs_tome_lock_optional_event" "Tome purchases are disabled while this hero is taking part in an optional event."
"xhs_tome_lock_hero_image" "Tome purchases are disabled during the Hero Image event."
"xhs_tome_lock_all_hero_images" "Tome purchases are disabled during the All Hero Images event."
"xhs_tome_lock_spirit_beast" "Tome purchases are disabled during the Spirit Beast event."
"xhs_tome_lock_frost_infernal" "Tome purchases are disabled during the Frost Infernal event."
"xhs_tome_lock_muradin" "Tome purchases are disabled during the Muradin event."
"xhs_tome_lock_ramero" "Tome purchases are disabled during the Ramero and Baristol event."
"xhs_tome_lock_sogat" "Tome purchases are disabled during the Sogat event."
"xhs_tome_lock_special_arena" "Tome purchases are disabled during the special arena event."
"xhs_tome_lock_temporarily_disabled" "Tome purchases are temporarily disabled."
"DOTA_Tooltip_modifier_lifesteal_mask" "Lifesteal Mask"
"DOTA_Tooltip_modifier_lifesteal_mask_Description" "Lifesteal: %dMODIFIER_PROPERTY_TOOLTIP%%%."
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis" "Metamorphosis"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_Description" "After a telegraphed eruption, Illidan transforms into a ranged demon for %duration% seconds. The eruption deals %damage% magical damage in a %radius% radius."
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_radius" "ERUPTION RADIUS:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_damage" "ERUPTION DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_duration" "DEMON DURATION:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_bonus_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_bonus_attack_speed" "BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_bonus_attack_range" "BONUS ATTACK RANGE:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_cleave_radius" "CLEAVE RADIUS:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_cleave_pct" "%CLEAVE DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_model_scale_bonus" "%DEMON MODEL SIZE:"
"DOTA_Tooltip_ability_xhs_illidan_metamorphosis_cast_point" "PRECAST TIME:"
"DOTA_Tooltip_ability_xhs_illidan_fel_beam" "Fel Beam"
"DOTA_Tooltip_ability_xhs_illidan_fel_beam_Description" "Fires fel energy through a telegraphed line, dealing %damage% pure damage to every enemy struck."
"DOTA_Tooltip_ability_xhs_illidan_fel_beam_length" "BEAM LENGTH:"
"DOTA_Tooltip_ability_xhs_illidan_fel_beam_width" "BEAM WIDTH:"
"DOTA_Tooltip_ability_xhs_illidan_fel_beam_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_fel_beam_cast_point" "PRECAST TIME:"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash" "Shadow Dash"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_Description" "Dashes along a telegraphed line, dealing %damage% pure damage to enemies in his path."
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_target_radius" "TARGET WARNING RADIUS:"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_width" "DASH WIDTH:"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_max_distance" "MAX DASH DISTANCE:"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_shadow_dash_cast_point" "PRECAST TIME:"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst" "Immolation Burst"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst_radius" "PULSE RADIUS:"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst_pulse_count" "PULSES:"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst_pulse_interval" "PULSE INTERVAL:"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst_damage_per_pulse" "DAMAGE PER PULSE:"
"DOTA_Tooltip_ability_xhs_illidan_immolation_burst_cast_point" "PRECAST TIME:"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm" "Glaive Storm"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_Description" "Bombards predicted hero positions with %point_count% delayed glaive impacts. Each impact deals %damage% pure damage."
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_point_count" "IMPACTS:"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_point_delay" "DELAY BETWEEN IMPACTS:"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_radius" "IMPACT RADIUS:"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_illidan_glaive_storm_cast_point" "PRECAST TIME:"
"DOTA_Tooltip_ability_xhs_illidan_demon_hunter" "Demon Hunter"
"DOTA_Tooltip_ability_xhs_illidan_demon_hunter_Description" "Passive. Illidan has %evasion%%% evasion."
"DOTA_Tooltip_ability_xhs_illidan_demon_hunter_evasion" "%EVASION:"
"DOTA_Tooltip_modifier_xhs_illidan_metamorphosis" "Metamorphosis"
"DOTA_Tooltip_modifier_xhs_illidan_metamorphosis_Description" "Illidan is transformed into a ranged demon with increased damage, attack speed, attack range, and cleaving attacks."
"DOTA_Tooltip_modifier_xhs_illidan_demon_hunter" "Demon Hunter"
"DOTA_Tooltip_modifier_xhs_illidan_demon_hunter_Description" "Illidan has %dMODIFIER_PROPERTY_EVASION_CONSTANT%%% evasion."
"DOTA_Tooltip_ability_xhs_balanar_nightfall" "Nightfall"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_Description" "Plunges the arena into darkness, deals %damage% magical damage around Balanar, reduces enemy vision, and empowers his attacks for %duration% seconds."
"DOTA_Tooltip_ability_xhs_balanar_dread_howl" "Dread Howl"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_Description" "Damages nearby enemies and weakens their movement speed and outgoing damage."
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror" "Sleeping Terror"
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror_Description" "Marks a hero's position, then damages and traps enemies in the warned area in a slowing nightmare."
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm" "Carrion Swarm"
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm_Description" "Launches a wide swarm through the arena, dealing %damage% pure damage to enemies in its path."
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos" "Rain of Chaos"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_Description" "Calls down a telegraphed meteor storm. Each impact deals pure damage, stuns, and summons a temporary infernal."
"DOTA_Tooltip_ability_xhs_balanar_vampiric_presence" "Vampiric Presence"
"DOTA_Tooltip_ability_xhs_balanar_vampiric_presence_Description" "Passive. Balanar heals for %lifesteal_pct%%% of the attack damage he deals."
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron" "Judgment of Lordaeron"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_Description" "Green beacons appear around the arena. Stand inside them to intercept the light and take %intercept_damage% damage. Each missed beacon adds a judgment ray and %missed_beacon_bonus_damage% damage to the unavoidable final pulse. Red areas are lethal."
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_final_pulse_damage" "BASE PULSE DAMAGE:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_missed_beacon_bonus_damage" "DAMAGE PER MISSED BEACON:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_final_pulse_radius" "PULSE RADIUS:"
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_mark" "Frostmourne Mark"
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_mark_Description" "Marks enemies in the warned area. Arthas's other attacks deal increased damage to marked targets."
"DOTA_Tooltip_ability_xhs_arthas_frozen_chains" "Frozen Chains"
"DOTA_Tooltip_ability_xhs_arthas_frozen_chains_Description" "Detonates frost at a hero's position, dealing magical damage and rooting enemies. Marked targets take bonus damage."
"DOTA_Tooltip_ability_xhs_arthas_death_advance" "Death's Advance"
"DOTA_Tooltip_ability_xhs_arthas_death_advance_Description" "Charges through a telegraphed line, dealing pure damage. Marked targets take bonus damage."
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_execute" "Frostmourne Execute"
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_execute_Description" "Strikes a large warned area for massive pure damage. Marked targets take bonus damage."
"DOTA_Tooltip_ability_xhs_proudmoore_admirals_command" "Admiral's Command"
"DOTA_Tooltip_ability_xhs_proudmoore_admirals_command_Description" "Unleashes a command burst, gains a defensive command buff, and calls artillery strikes into the arena."
"DOTA_Tooltip_ability_xhs_proudmoore_torrent_line" "Torrent Line"
"DOTA_Tooltip_ability_xhs_proudmoore_torrent_line_Description" "Raises a telegraphed line of torrents that damage and slow enemies."
"DOTA_Tooltip_ability_xhs_proudmoore_broadside" "Broadside"
"DOTA_Tooltip_ability_xhs_proudmoore_broadside_Description" "Bombards several warned positions with naval artillery."
"DOTA_Tooltip_ability_xhs_proudmoore_anchor_smash" "Anchor Smash"
"DOTA_Tooltip_ability_xhs_proudmoore_anchor_smash_Description" "Smashes the ground in a warned area around Proudmoore, dealing pure damage and slowing movement and attack speed."
"DOTA_Tooltip_ability_xhs_proudmoore_focus_fire" "Focus Fire"
"DOTA_Tooltip_ability_xhs_proudmoore_focus_fire_Description" "Fires a focused shot through a telegraphed line at a hero."
"DOTA_Tooltip_ability_xhs_proudmoore_command_aura" "Command Aura"
"DOTA_Tooltip_ability_xhs_proudmoore_command_aura_Description" "Passive. Strengthens Proudmoore's combat presence."
"DOTA_Tooltip_ability_xhs_grom_blade_storm" "Bladestorm"
"DOTA_Tooltip_ability_xhs_grom_blade_storm_Description" "Spins violently, repeatedly damaging nearby enemies."
"DOTA_Tooltip_ability_xhs_grom_blood_frenzy" "Blood Frenzy"
"DOTA_Tooltip_ability_xhs_grom_blood_frenzy_Description" "Passive. Grom becomes more dangerous as the battle intensifies."
"DOTA_Tooltip_ability_xhs_grom_mirror_cleave" "Mirror Cleave"
"DOTA_Tooltip_ability_xhs_grom_mirror_cleave_Description" "Strikes through a telegraphed cleave with help from his mirror images."
"DOTA_Tooltip_ability_xhs_grom_mirror_trial" "Mirror Trial"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_Description" "At each health threshold, Grom creates %clone_count% mirror images for up to %trial_duration% seconds. Attack the true Grom to end the trial. Striking a false image triggers a %fake_punish_radius%-radius punishment that deals %fake_punish_damage% pure damage."
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_clone_count" "MIRROR IMAGES:"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_trial_duration" "TRIAL DURATION:"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_split_delay" "SPLIT DELAY:"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_spawn_radius" "SPAWN RADIUS:"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_fake_punish_radius" "FALSE IMAGE PUNISHMENT RADIUS:"
"DOTA_Tooltip_ability_xhs_grom_mirror_trial_fake_punish_damage" "FALSE IMAGE DAMAGE:"
"DOTA_Tooltip_ability_xhs_grom_warsong_leap" "Warsong Leap"
"DOTA_Tooltip_ability_xhs_grom_warsong_leap_Description" "Leaps to a warned position and damages enemies on landing."
"DOTA_Tooltip_ability_xhs_grom_windwalk_ambush" "Wind Walk Ambush"
"DOTA_Tooltip_ability_xhs_grom_windwalk_ambush_Description" "Vanishes, repositions, and ambushes a hero with an empowered strike."
"DOTA_Tooltip_ability_xhs_magtheridon_brutal_slam" "Brutal Slam"
"DOTA_Tooltip_ability_xhs_magtheridon_brutal_slam_Description" "Slams a warned area with a powerful physical strike."
"DOTA_Tooltip_ability_xhs_magtheridon_fel_stomp" "Fel Stomp"
"DOTA_Tooltip_ability_xhs_magtheridon_fel_stomp_Description" "Stomps a warned area around Magtheridon, dealing damage and slowing enemies."
"DOTA_Tooltip_ability_xhs_magtheridon_targeted_firestorms" "Targeted Firestorms"
"DOTA_Tooltip_ability_xhs_magtheridon_targeted_firestorms_Description" "Calls repeated firestorms onto warned hero positions."
"DOTA_Tooltip_ability_xhs_magtheridon_fel_fissure" "Fel Fissure"
"DOTA_Tooltip_ability_xhs_magtheridon_fel_fissure_Description" "Rips open a telegraphed fel fissure through the arena."
"DOTA_Tooltip_ability_xhs_magtheridon_infernal_rings" "Infernal Rings"
"DOTA_Tooltip_modifier_xhs_magtheridon_empower" "Demonic Empowerment"
"DOTA_Tooltip_modifier_xhs_magtheridon_empower_Description" "Surviving rupture fragments empower Magtheridon. Attack damage: +%dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%. Armor: +%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_ability_xhs_magtheridon_demonic_howl" "Demonic Howl"
"DOTA_Tooltip_ability_xhs_magtheridon_demonic_howl_Description" "Damages nearby enemies and weakens their movement, attacks, and outgoing damage."
"DOTA_Tooltip_ability_xhs_magtheridon_rupture" "Demonic Rupture"
"DOTA_Tooltip_ability_xhs_magtheridon_rupture_Description" "Unleashes a violent rupture tied to Magtheridon's demonic rebirth mechanic."
"DOTA_Tooltip_modifier_xhs_magtheridon_slow" "Fel Affliction"
"DOTA_Tooltip_modifier_xhs_magtheridon_slow_Description" "Movement speed is reduced by %dMODIFIER_PROPERTY_TOOLTIP%%% and attack speed by %dMODIFIER_PROPERTY_TOOLTIP2%."
"DOTA_Tooltip_modifier_xhs_magtheridon_infernal_root" "Infernal Root"
"DOTA_Tooltip_modifier_xhs_magtheridon_infernal_root_Description" "Rooted by an Infernal Ring and unable to move."
"DOTA_Tooltip_modifier_xhs_magtheridon_demonic_howl" "Demonic Howl"
"DOTA_Tooltip_modifier_xhs_magtheridon_demonic_howl_Description" "Outgoing damage is reduced by %dMODIFIER_PROPERTY_TOOLTIP%%% and movement speed by %dMODIFIER_PROPERTY_TOOLTIP2%%%."
"DOTA_Tooltip_ability_xhs_balanar_nightfall_radius" "DAMAGE RADIUS:"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_duration" "DARKNESS DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_vision_reduction" "VISION REDUCTION:"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_bonus_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_balanar_nightfall_bonus_attack_speed" "BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_slow_duration" "DEBUFF DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_slow_pct" "%MOVE SLOW:"
"DOTA_Tooltip_ability_xhs_balanar_dread_howl_damage_reduction_pct" "%DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror_radius" "IMPACT RADIUS:"
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror_nightmare_duration" "NIGHTMARE DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_sleeping_terror_nightmare_slow_pct" "%NIGHTMARE SLOW:"
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm_length" "SWARM LENGTH:"
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm_width" "SWARM WIDTH:"
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm_projectile_speed" "PROJECTILE SPEED:"
"DOTA_Tooltip_ability_xhs_balanar_carrion_swarm_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_damage_per_unit" "DAMAGE PER IMPACT:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_radius" "TARGETING RADIUS:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_radius_explosion" "IMPACT RADIUS:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_stun_duration" "STUN DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_duration" "METEOR STORM DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_rain_of_chaos_golem_duration" "INFERNAL DURATION:"
"DOTA_Tooltip_ability_xhs_balanar_vampiric_presence_lifesteal_pct" "%ATTACK LIFESTEAL:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_beacon_ring_radius" "BEACON RING RADIUS:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_soak_radius" "INTERCEPT RADIUS:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_max_beacons" "MAX BEACONS:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_intercept_damage" "INTERCEPT DAMAGE:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_final_damage" "FINAL DAMAGE:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_final_width" "FINAL BEAM WIDTH:"
"DOTA_Tooltip_ability_xhs_arthas_judgment_of_lordaeron_final_range" "FINAL BEAM RANGE:"
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_mark_radius" "MARK RADIUS:"
"DOTA_Tooltip_ability_xhs_arthas_frostmourne_mark_duration" "MARK DURATION:"
"DOTA_Tooltip_ability_xhs_arthas_frozen_chains_radius" "IMPACT RADIUS:"
"DOTA_Tooltip_ability_xhs_arthas_frozen_chains_damage" "DAMAGE:"
"DOTA_Tooltip_ability_xhs_arthas_frozen_chains_root_duration" "ROOT DURATION:"
